-1.56339e-012	-2.02738e-012	-2.55015e-013	3.04914e-012	-2.69912e-013	-3.67989e-012	8.8936e-012	1.65283e-011	-1.93756e-011	-1.6928e-011	-1.27128e-011	1.95475e-012	-3.28517e-012	-4.93853e-011	4.82911e-011	-2.46986e-011	8.45687e-012	2.53485e-011	-1.0835e-011	-5.0275e-013	
9.28065e-008	2.13081e-007	8.98074e-008	-1.85297e-007	-1.37087e-007	-2.79854e-007	-8.8503e-007	-8.5663e-007	1.65602e-006	2.15577e-006	1.95944e-006	1.42647e-006	2.17689e-006	3.14554e-006	-1.94617e-006	5.2734e-008	-1.23454e-006	-1.93267e-006	1.15171e-007	1.22044e-007	
2.06044e-006	-0.00014333	-0.000141686	8.58521e-005	8.59296e-005	0.000677426	0.00026646	0.00056801	-0.00122978	-0.00123096	-0.0015092	-0.00185299	-0.00182954	-0.00230931	1.00124	1.00043	1.00127	1.00101	5.85531e-005	2.59649e-005	
-0.000159821	0.00315729	0.00580909	0.00234148	-0.0120775	-0.0266087	-0.0173326	-0.00569433	0.0520053	0.0636038	0.0708559	0.0888203	0.105908	0.0970824	0.969658	0.966832	0.959597	0.964998	-0.00121238	0.00141539	
-0.00262289	-0.00203105	0.0160708	0.0223056	0.0834011	0.136038	0.103061	-0.119101	0.397555	0.185232	0.205008	0.202273	0.0737035	0.117534	0.923948	1.03023	0.107243	0.213002	0.0250118	-0.0118263	
0.00431115	-0.0126722	0.00472038	0.0423612	0.200058	0.246682	0.149139	0.0504619	0.488517	0.370807	0.304863	0.34658	0.580959	0.791245	0.187785	0.411464	0.043686	0.0487612	0.0392487	0.0142866	
0.0232627	-0.0120801	0.0181144	0.109579	0.280405	0.314096	0.243589	0.230052	0.516923	0.478006	0.428719	0.517775	0.790409	0.774952	0.10395	0.130744	-0.0246709	0.00553931	0.0186252	0.0026362	
-0.0156582	0.00841732	0.0778581	0.193837	0.332829	0.376143	0.34505	0.373729	0.534024	0.544399	0.533593	0.612474	0.752539	0.558024	0.119075	0.0409301	-0.0195929	0.0011165	0.00769635	-0.00668134	
-0.0687574	0.024748	0.132237	0.260222	0.375712	0.425522	0.425488	0.457878	0.549507	0.581129	0.585186	0.630316	0.652422	0.399271	0.13224	0.033223	-0.00941389	0.000861634	0.00687756	-0.00957277	
-0.0539144	0.0524224	0.180544	0.307486	0.4121	0.466564	0.484603	0.517158	0.574966	0.598512	0.605945	0.623929	0.570849	0.335549	0.123811	0.0223247	-0.0239312	-0.00161449	0.0113326	-0.00153102	
-0.0231082	0.0704616	0.201222	0.331452	0.435856	0.498451	0.528585	0.557739	0.596566	0.613527	0.614636	0.599542	0.519227	0.322415	0.124089	0.0137568	-0.040457	-0.0148579	0.00525329	-0.0034308	
-0.0088117	0.0770253	0.210529	0.344685	0.449207	0.516632	0.552054	0.579706	0.609476	0.622569	0.613853	0.584107	0.499377	0.324916	0.134458	0.0152474	-0.0361051	-0.0331205	-0.0170417	-0.017278	
