-2000	0.00271108
-1995	0.00271769
-1990	0.00272431
-1985	0.00273096
-1980	0.00273762
-1975	0.00274431
-1970	0.00275102
-1965	0.00275775
-1960	0.0027645
-1955	0.00277127
-1950	0.00277807
-1945	0.00278488
-1940	0.00279172
-1935	0.00279858
-1930	0.00280546
-1925	0.00281236
-1920	0.00281929
-1915	0.00282623
-1910	0.0028332
-1905	0.00284019
-1900	0.0028472
-1895	0.00285424
-1890	0.00286129
-1885	0.00286837
-1880	0.00287548
-1875	0.0028826
-1870	0.00288975
-1865	0.00289692
-1860	0.00290411
-1855	0.00291133
-1850	0.00291857
-1845	0.00292583
-1840	0.00293312
-1835	0.00294043
-1830	0.00294776
-1825	0.00295512
-1820	0.0029625
-1815	0.0029699
-1810	0.00297733
-1805	0.00298478
-1800	0.00299226
-1795	0.00299976
-1790	0.00300728
-1785	0.00301483
-1780	0.0030224
-1775	0.00303
-1770	0.00303762
-1765	0.00304527
-1760	0.00305294
-1755	0.00306064
-1750	0.00306836
-1745	0.00307611
-1740	0.00308388
-1735	0.00309168
-1730	0.0030995
-1725	0.00310735
-1720	0.00311523
-1715	0.00312313
-1710	0.00313105
-1705	0.003139
-1700	0.00314698
-1695	0.00315499
-1690	0.00316302
-1685	0.00317107
-1680	0.00317916
-1675	0.00318727
-1670	0.0031954
-1665	0.00320357
-1660	0.00321176
-1655	0.00321998
-1650	0.00322822
-1645	0.00323649
-1640	0.00324479
-1635	0.00325312
-1630	0.00326147
-1625	0.00326986
-1620	0.00327827
-1615	0.0032867
-1610	0.00329517
-1605	0.00330367
-1600	0.00331219
-1595	0.00332074
-1590	0.00332932
-1585	0.00333793
-1580	0.00334656
-1575	0.00335523
-1570	0.00336392
-1565	0.00337265
-1560	0.0033814
-1555	0.00339018
-1550	0.003399
-1545	0.00340784
-1540	0.00341671
-1535	0.00342561
-1530	0.00343454
-1525	0.0034435
-1520	0.0034525
-1515	0.00346152
-1510	0.00347057
-1505	0.00347965
-1500	0.00348877
-1495	0.00349791
-1490	0.00350709
-1485	0.0035163
-1480	0.00352553
-1475	0.0035348
-1470	0.00354411
-1465	0.00355344
-1460	0.0035628
-1455	0.0035722
-1450	0.00358163
-1445	0.00359109
-1440	0.00360058
-1435	0.00361011
-1430	0.00361967
-1425	0.00362926
-1420	0.00363888
-1415	0.00364854
-1410	0.00365823
-1405	0.00366796
-1400	0.00367771
-1395	0.0036875
-1390	0.00369733
-1385	0.00370719
-1380	0.00371708
-1375	0.00372701
-1370	0.00373697
-1365	0.00374697
-1360	0.003757
-1355	0.00376706
-1350	0.00377716
-1345	0.0037873
-1340	0.00379747
-1335	0.00380768
-1330	0.00381792
-1325	0.00382819
-1320	0.00383851
-1315	0.00384886
-1310	0.00385924
-1305	0.00386967
-1300	0.00388013
-1295	0.00389062
-1290	0.00390115
-1285	0.00391172
-1280	0.00392233
-1275	0.00393297
-1270	0.00394365
-1265	0.00395437
-1260	0.00396513
-1255	0.00397593
-1250	0.00398676
-1245	0.00399763
-1240	0.00400854
-1235	0.00401949
-1230	0.00403048
-1225	0.0040415
-1220	0.00405257
-1215	0.00406367
-1210	0.00407482
-1205	0.004086
-1200	0.00409723
-1195	0.00410849
-1190	0.0041198
-1185	0.00413114
-1180	0.00414253
-1175	0.00415396
-1170	0.00416543
-1165	0.00417694
-1160	0.00418849
-1155	0.00420008
-1150	0.00421171
-1145	0.00422339
-1140	0.00423511
-1135	0.00424687
-1130	0.00425867
-1125	0.00427052
-1120	0.00428241
-1115	0.00429434
-1110	0.00430631
-1105	0.00431833
-1100	0.0043304
-1095	0.0043425
-1090	0.00435465
-1085	0.00436685
-1080	0.00437909
-1075	0.00439137
-1070	0.0044037
-1065	0.00441608
-1060	0.0044285
-1055	0.00444096
-1050	0.00445347
-1045	0.00446603
-1040	0.00447864
-1035	0.00449129
-1030	0.00450398
-1025	0.00451673
-1020	0.00452952
-1015	0.00454236
-1010	0.00455524
-1005	0.00456818
-1000	0.00458116
-995	0.00459419
-990	0.00460727
-985	0.0046204
-980	0.00463357
-975	0.0046468
-970	0.00466007
-965	0.0046734
-960	0.00468677
-955	0.0047002
-950	0.00471367
-945	0.0047272
-940	0.00474078
-935	0.0047544
-930	0.00476808
-925	0.00478181
-920	0.0047956
-915	0.00480943
-910	0.00482332
-905	0.00483726
-900	0.00485125
-895	0.0048653
-890	0.00487939
-885	0.00489355
-880	0.00490775
-875	0.00492202
-870	0.00493633
-865	0.0049507
-860	0.00496513
-855	0.00497961
-850	0.00499414
-845	0.00500873
-840	0.00502338
-835	0.00503809
-830	0.00505285
-825	0.00506767
-820	0.00508254
-815	0.00509747
-810	0.00511246
-805	0.00512751
-800	0.00514262
-795	0.00515778
-790	0.00517301
-785	0.00518829
-780	0.00520363
-775	0.00521904
-770	0.0052345
-765	0.00525002
-760	0.00526561
-755	0.00528125
-750	0.00529696
-745	0.00531273
-740	0.00532856
-735	0.00534445
-730	0.00536041
-725	0.00537643
-720	0.00539251
-715	0.00540865
-710	0.00542486
-705	0.00544114
